IDREGION	RBD	ALUMNOS	DDCIA	RURALIDAD	GRUPO	LEN	MAT	NAT
9	6259	1	PS	R	A			
9	6262	9	PS	R	A			
9	6263	9	PS	R	A			
9	6267	26	PS	R	A			
9	6268	8	PS	R	C			
9	6270	16	MD	U	A			
9	6271	27	MD	U	B			
9	6272	14	MD	U	B			
9	6273	21	MD	U	B			
9	6276	3	MD	R	B			
9	6279	3	MD	R	A			
9	6280	3	MD	R	C			
9	6281	5	MD	R	A			
9	6283	2	MD	R	B			
9	6285	19	MD	U	B			
9	6286	1	MD	R	A			
9	6290	2	MD	R	B			
9	6294	11	PS	U	B			
9	6300	25	PS	U	C			
9	6303	6	MD	U	B			
9	6304	75	MD	U	B			
9	6305	27	MD	U	B			
9	6315	5	MD	R	A			
9	6317	2	MD	R	A			
9	6319	6	MD	R	A			
9	6323	3	MD	R	A			
9	6325	3	MD	R	C			
9	6327	2	MD	R	A			
9	6329	3	MD	R	A			
9	6330	1	MD	R	A			
9	6333	1	MD	R	B			
9	6335	2	MD	R	A			
9	6336	90	PS	U	B			
9	6337	19	PS	U	B			
9	6343	4	PS	R	A			
9	6344	1	PS	R	A			
9	6345	1	PS	R	A			
9	6347	13	PS	R	A			
9	6349	28	MD	U	B			
9	6350	6	MD	U	A			
9	6351	7	MD	R	B			
9	6352	5	MD	U	B			
9	6353	3	MD	R	A			
9	6354	1	MD	R	A			
9	6361	2	MD	R	A			
9	6363	1	MD	R	B			
9	6370	1	MD	R	B			
9	6371	1	MD	R	A			
9	6373	3	MD	R	A			
9	6374	1	MD	R	B			
9	6377	3	MD	R	B			
9	6378	1	MD	R	B			
9	6379	14	PS	U	C			
9	6380	6	PS	U	B			
9	6381	13	PS	R	B			
9	6382	3	PS	R	A			
9	6384	1	PS	R	A			
9	6385	14	PS	R	A			
9	6388	3	PS	R	A			
9	6389	3	PS	R	B			
9	6390	1	PS	R	A			
9	6391	2	PS	U	B			
9	6392	11	PS	R	A			
9	6393	9	PS	R	A			
9	6397	17	MD	U	B			
9	6398	16	MD	U	B			
9	6399	18	MD	U	B			
9	6400	1	MD	R	B			
9	6407	3	MD	R	B			
9	6411	1	MD	R	A			
9	6413	2	MD	R	A			
9	6420	29	PS	U	B			
9	6421	30	PS	U	A			
9	6423	8	PS	U	B			
9	6424	4	PS	U	B			
9	6427	5	PS	R	A			
9	6429	4	PS	R	A			
9	6432	8	PS	R	A			
9	6434	2	PS	R	A			
9	6435	3	PS	R	A			
9	6441	1	PS	R	A			
9	6442	1	PS	R	A			
9	6443	4	PS	R	A			
9	6444	2	PS	R	B			
9	6445	2	PS	R	A			
9	6446	2	PS	R	A			
9	6449	3	PS	R	A			
9	6452	21	MD	U	B			
9	6454	4	MD	R	B			
9	6455	2	MD	R	A			
9	6456	4	MD	R	A			
9	6457	10	MD	U	A			
9	6458	12	MD	R	B			
9	6459	4	MD	R	A			
9	6460	13	PS	U	B			
9	6461	13	PS	U	B			
9	6462	2	PS	R	A			
9	6463	1	PS	R	A			
9	6464	3	PS	R	A			
9	6465	2	PS	R	A			
9	6471	4	PS	R	A			
9	6473	2	PS	R	A			
9	6474	4	PS	R	A			
9	6476	1	PS	R	A			
9	6477	1	PS	R	A			
9	6478	4	PS	R	A			
9	6479	2	PS	R	A			
9	6480	6	PS	R	A			
9	6481	2	PS	R	B			
9	6482	1	PS	R	A			
9	6483	1	PS	R	A			
9	6485	1	PS	R	A			
9	6486	4	PS	R	A			
9	6487	6	PS	R	A			
9	6488	2	PS	R	A			
9	6489	2	PS	R	A			
9	6490	3	PS	R	A			
9	6492	1	PS	R	B			
9	6495	2	MD	R	A			
9	6496	8	PS	R	A			
9	6499	5	MD	U	A			
9	6500	46	MD	U	B			
9	6501	75	MD	U	B			
9	6502	13	MD	U	B			
9	6504	1	MD	R	A			
9	6506	2	MD	R	B			
9	6508	2	MD	R	A			
9	6512	2	MD	R	A			
9	6514	1	MD	R	B			
9	6515	2	MD	R	A			
9	6518	3	MD	R	A			
9	6519	1	MD	R	A			
9	6521	1	MD	R	A			
9	6522	2	MD	R	B			
9	6524	3	MD	R	A			
9	6525	3	MD	R	A			
9	6527	2	MD	R	A			
9	6528	5	MD	R	A			
9	6529	4	MD	R	A			
9	6530	2	MD	R	A			
9	6535	1	MD	R	A			
9	6536	1	MD	R	A			
9	6539	4	MD	R	A			
9	6540	3	MD	R	B			
9	6542	23	PS	U	B			
9	6544	1	PS	R	A			
9	6547	7	PS	R	A			
9	6549	2	PS	R	A			
9	6550	1	PS	R	A			
9	6552	6	PS	R	A			
9	6553	1	PS	R	A			
9	6555	2	PS	R	A			
9	6558	4	PS	R	A			
9	6560	6	PS	R	A			
9	6561	1	PS	R	A			
9	6562	2	PS	R	A			
9	6564	6	PS	R	A			
9	6566	8	PS	R	A			
9	6567	3	PS	R	A			
9	6569	6	PS	R	A			
9	6570	1	PS	R	A			
9	6572	5	PS	R	A			
9	6575	2	PS	R	A			
9	6577	5	PS	R	A			
9	6578	1	PS	R	A			
9	6580	2	PS	R	A			
9	6583	3	PS	R	B			
9	6586	7	MD	U	A			
9	6587	39	MD	U	B			
9	6588	13	MD	U	B			
9	6589	13	MD	U	B			
9	6593	8	MD	R	B			
9	6594	1	MD	R	A			
9	6595	1	MD	R	A			
9	6597	2	MD	R	A			
9	6599	1	MD	R	A			
9	6600	5	MD	R	A			
9	6602	2	MD	R	A			
9	6603	6	MD	R	A			
9	6604	24	MD	U	B			
9	6605	1	MD	R	A			
9	6606	2	MD	R	A			
9	6608	4	MD	R	A			
9	6610	1	MD	R	A			
9	6612	1	MD	R	A			
9	6614	3	MD	R	A			
9	6616	4	MD	R	A			
9	6618	2	MD	R	A			
9	6621	1	MD	R	A			
9	6622	3	MD	R	A			
9	6623	2	MD	R	A			
9	6624	1	MD	R	A			
9	6626	4	MD	R	A			
9	6627	2	MD	R	A			
9	6628	5	MD	R	A			
9	6635	1	MD	R	A			
9	6639	3	MD	R	A			
9	6644	83	PS	U	C			
9	6647	36	PS	U	B			
9	6649	27	PS	U	B			
9	6650	30	PS	U	B			
9	6651	4	PS	U	A			
9	6652	5	PS	R	A			
9	6653	2	PS	R	A			
9	6654	6	PS	R	A			
9	6655	3	PS	R	A			
9	6656	6	PS	R	A			
9	6657	3	MD	R	A			
9	6658	2	PS	R	A			
9	6660	2	PS	R	A			
9	6661	3	PS	R	A			
9	6662	3	PS	R	A			
9	6665	1	PS	R	A			
9	6666	8	PS	R	B			
9	6667	2	PS	R	A			
9	6668	4	PS	R	A			
9	6669	7	PS	R	A			
9	6670	4	PS	R	A			
9	6671	2	PS	R	A			
9	6672	4	PS	R	A			
9	6674	3	PS	R	A			
9	6676	1	PS	R	A			
9	6678	8	PS	R	A			
9	6679	6	PS	R	B			
9	6681	4	PS	R	B			
9	6683	1	PS	R	A			
9	6684	1	PS	R	A			
9	6686	2	PS	R	A			
9	6687	4	PS	R	A			
9	6688	7	PS	R	B			
9	6689	3	PS	R	B			
9	6690	10	PS	R	A			
9	6691	37	PS	U	A			
9	6692	5	PS	R	A			
9	6693	2	PS	R	A			
9	6695	1	PS	R	A			
9	6696	14	PS	R	A			
9	6698	2	PS	R	A			
9	6699	1	PS	R	B			
9	6700	5	PS	R	A			
9	6701	4	PS	R	A			
9	6702	2	PS	R	A			
9	6703	2	PS	R	B			
9	6705	8	PS	R	A			
9	6707	1	PS	R	A			
9	6709	21	MD	U	C			
9	6710	13	MD	R	A			
9	6711	11	MD	R	A			
9	6712	4	MD	R	A			
9	6714	4	MD	R	A			
9	6715	1	MD	R	A			
9	6718	7	MD	R	A			
9	6719	3	MD	R	A			
9	6721	1	MD	R	A			
9	6722	4	MD	R	A			
9	6725	3	MD	R	A			
9	6726	8	MD	R	A			
9	6728	2	MD	R	A			
9	6731	5	MD	R	A			
9	6732	9	MD	R	A			
9	6734	2	PS	R	A			
9	6735	3	PS	R	A			
9	6736	1	PS	R	A			
9	6737	1	PS	R	A			
9	6738	2	PS	R	A			
9	6739	7	MD	R	A			
9	6741	2	PS	R	A			
9	6743	2	PS	R	A			
9	6746	7	PS	R	A			
9	6747	3	PS	R	A			
9	6748	2	PS	R	A			
9	6750	3	PS	R	A			
14	6759	65	MD	U	C			
14	6762	101	MD	U	B			
14	6764	80	MD	U	C			
14	6765	10	MD	U	B			
14	6766	87	MD	U	B			
14	6767	21	MD	U	B			
14	6770	30	MD	U	C			
14	6771	12	MD	U	B			
14	6773	29	MD	U	B			
14	6774	17	MD	U	C			
14	6777	30	MD	U	B			
14	6780	49	MD	U	B			
14	6781	26	MD	U	C			
14	6785	52	MD	U	B			
14	6791	20	MD	R	B			
14	6793	4	MD	R	A			
14	6797	4	MD	R	A			
14	6798	2	MD	R	A			
14	6805	3	MD	R	A			
14	6807	3	MD	R	B			
14	6814	8	MD	R	A			
14	6815	1	MD	R	B			
14	6816	4	MD	R	B			
14	6817	1	MD	R	A			
14	6818	4	MD	R	A			
14	6826	44	PS	U	C			
14	6829	77	PS	U	D			
14	6830	80	PS	U	C			
14	6832	36	PS	U	D			
14	6833	24	PS	U	C			
14	6834	34	PS	U	B			
14	6835	81	PS	U	C			
14	6836	36	PS	U	D			
14	6841	2	PS	R	A			
14	6843	52	PP	U	E			
14	6844	57	PP	U	E			
14	6848	1	PS	R	A			
14	6852	6	MD	R	B			
14	6853	8	MD	R	A			
14	6855	2	MD	R	A			
14	6857	1	MD	R	A			
14	6862	2	MD	R	B			
14	6865	4	MD	R	B			
14	6866	3	MD	R	B			
14	6868	2	MD	R	B			
14	6872	2	MD	R	B			
14	6876	7	MD	R	A			
14	6877	1	MD	R	A			
14	6879	1	MD	R	B			
14	6882	1	MD	R	C			
14	6884	1	MD	R	A			
14	6885	1	MD	R	E			
14	6886	24	MD	U	B			
14	6888	1	MD	R	A			
14	6889	1	MD	R	A			
14	6891	7	MD	R	B			
14	6892	1	MD	R	C			
14	6893	1	MD	R	B			
14	6895	67	PS	U	C			
14	6898	19	MD	U	B			
14	6899	20	MD	R	B			
14	6901	3	MD	R	B			
14	6902	2	MD	R	A			
14	6903	5	MD	R	B			
14	6905	3	MD	R	A			
14	6916	13	MD	U	B			
14	6917	24	PS	U	B			
14	6918	42	PS	U	C			
14	6919	2	PS	R	B			
14	6920	11	PS	U	A			
14	6924	6	PS	R	A			
14	6925	28	PS	R	B			
14	6930	53	MD	U	C			
14	6932	24	MD	U	B			
14	6933	14	MD	R	B			
14	6934	66	MD	U	C			
14	6935	10	MD	R	B			
14	6944	5	MD	R	B			
14	6946	2	MD	R	B			
14	6950	3	MD	R	C			
14	6953	4	MD	R	B			
14	6955	8	MD	R	A			
14	6956	2	MD	R	A			
14	6957	2	MD	R	A			
14	6963	1	PS	R	B			
14	6964	11	PS	R	A			
14	6965	1	PS	R	E			
14	6969	1	PS	R	A			
14	6970	2	PS	R	A			
14	6973	1	PS	R	B			
14	6975	1	PS	R	B			
14	6980	5	PS	R	B			
14	6981	2	PS	R	A			
14	6982	3	PS	R	B			
14	6983	73	MD	U	B			
14	6984	16	MD	R	B			
14	6986	14	MD	R	B			
14	6989	2	MD	R	A			
14	6990	1	MD	R	B			
14	6991	4	MD	R	A			
14	6992	1	MD	R	A			
14	6996	4	MD	R	A			
14	7003	12	MD	R	A			
14	7004	30	PS	U	C			
14	7008	5	PS	R	A			
14	7009	4	PS	R	B			
14	7011	2	PS	R	A			
14	7012	5	PS	R	A			
14	7013	3	PS	R	A			
14	7016	32	MD	U	B			
14	7018	1	MD	R	A			
14	7020	6	MD	R	A			
14	7023	6	MD	R	B			
14	7024	3	MD	R	A			
14	7025	1	MD	R	A			
14	7026	6	MD	R	A			
14	7027	1	MD	R	A			
14	7029	8	MD	R	B			
14	7031	20	MD	U	B			
14	7032	16	MD	U	B			
14	7034	1	MD	R	B			
14	7037	2	MD	R	A			
14	7038	2	MD	R	A			
14	7040	1	MD	R	A			
14	7044	27	PS	U	B			
14	7047	1	PS	R	A			
14	7049	13	MC	U	B			
14	7050	40	MC	U	D			
14	7051	5	MC	R	A			
14	7057	1	MC	R	A			
14	7058	5	MC	R	A			
14	7059	38	MC	U	B			
14	7061	13	MC	R	B			
14	7062	9	MC	R	B			
14	7063	19	MC	R	A			
14	7064	14	MC	R	A			
14	7065	2	MC	R	A			
14	7069	2	MC	R	A			
14	7071	1	MC	R	B			
14	7072	3	MC	R	A			
14	7074	6	MC	R	B			
9	7076	1	MD	R	B			
9	7077	3	MD	R	A			
14	7078	4	MC	R	A			
14	7079	1	MC	R	A			
14	7081	1	MC	R	A			
14	7083	7	MC	R	A			
14	7085	11	MC	R	B			
14	7086	4	MC	R	A			
14	7088	3	MC	R	A			
14	7089	2	MC	R	A			
14	7090	3	MC	R	A			
14	7092	2	MC	R	A			
14	7093	2	MC	R	B			
14	7095	1	MC	R	B			
14	7097	1	MC	R	B			
14	7100	5	MC	R	A			
14	7108	16	PS	R	B			
14	7109	5	PS	R	A			
14	7110	2	PS	R	B			
14	7111	9	PS	R	B			
14	7112	5	PS	R	A			
14	7113	3	PS	R	A			
14	7114	19	PS	R	B			
14	7115	22	PS	R	A			
14	7116	3	PS	R	C			
14	7118	8	PS	R	A			
14	7122	12	PS	R	B			
14	7123	3	PS	R	A			
14	7124	4	PS	R	A			
14	7125	14	PS	R	B			
14	7128	55	MD	U	C			
14	7130	43	MD	U	B			
14	7131	72	MD	U	B			
14	7133	38	MD	U	C			
14	7136	9	MD	R	A			
14	7137	19	MD	R	B			
14	7138	17	MD	R	B			
14	7139	2	MD	R	A			
14	7140	14	MD	R	B			
14	7141	2	MD	R	A			
14	7142	6	MD	R	B			
14	7147	5	MD	R	A			
14	7149	3	MD	R	A			
14	7153	1	MD	R	A			
14	7157	8	MD	R	B			
14	7159	3	MD	R	B			
14	7160	2	MD	R	B			
14	7162	1	MD	R	A			
14	7166	20	MD	R	B			
14	7167	2	MD	R	B			
14	7168	2	MD	R	A			
14	7170	10	MD	R	A			
14	7172	2	MD	R	A			
14	7174	2	MD	R	B			
14	7176	1	MD	R	B			
14	7178	1	MD	R	C			
14	7180	24	PP	U	E			
14	7181	41	PS	U	D			
14	7183	29	PS	U	B			
14	7184	1	PS	R	A			
14	7185	1	PS	R	A			
14	7186	1	PS	R	A			
14	7188	2	PS	R	A			
14	7192	7	PS	R	A			
14	7193	2	PS	R	A			
14	7195	2	PS	R	A			
14	7197	1	PS	R	A			
14	7198	6	PS	R	B			
14	7202	69	MD	U	B			
14	7203	22	MD	U	B			
14	7204	13	MD	R	B			
14	7205	2	MD	R	A			
14	7206	19	MD	R	A			
14	7209	1	MD	R	A			
14	7212	2	MD	R	B			
14	7214	2	MD	R	A			
14	7217	3	MD	R	B			
14	7218	1	MD	R	A			
14	7231	39	PS	U	C			
14	7234	17	PS	U	A			
14	7237	43	MD	U	B			
14	7238	18	MD	U	B			
14	7239	2	MD	R	C			
14	7240	19	MD	R	A			
14	7242	14	MD	R	A			
14	7243	5	MD	R	A			
14	7244	3	MD	R	B			
14	7250	4	MD	R	A			
14	7252	3	MD	R	A			
14	7253	2	MD	R	B			
14	7256	1	MD	R	A			
14	7257	2	MD	R	A			
14	7258	3	MD	R	B			
14	7260	1	MD	R	B			
14	7261	2	MD	R	B			
14	7262	1	MD	R	A			
14	7266	1	MD	R	B			
14	7267	2	MD	R	A			
14	7268	1	MD	R	A			
14	7270	2	MD	R	A			
14	7273	2	MD	R	A			
14	7276	72	PS	U	D			
14	7282	1	PS	R	B			
14	7283	3	PS	R	B			
14	7284	4	PS	R	B			
14	7285	1	PS	R	A			
14	7287	2	PS	R	A			
14	7288	8	PS	R	B			
14	7289	1	PS	R	B			
14	7291	2	PS	R	B			
14	7292	2	PS	R	A			
14	7295	1	PS	R	B			
14	7296	8	PS	R	A			
14	7297	3	MD	R	B			
14	7298	6	PS	R	A			
14	7299	47	MD	U	B			
14	7300	21	MD	R	A			
14	7301	6	MD	R	A			
14	7303	8	MD	R	A			
14	7304	2	MD	R	C			
14	7305	10	MD	R	A			
14	7307	1	MD	R	B			
14	7308	1	MD	R	B			
14	7309	8	MD	R	A			
14	7311	1	PS	R	A			
14	7312	4	PS	R	A			
14	7314	3	PS	R	A			
14	7315	3	PS	R	A			
14	7316	2	PS	R	A			
14	7319	1	PS	R	B			
14	7321	6	PS	R	A			
14	7322	7	PS	R	A			
10	7332	37	MD	U	B			
10	7333	14	MD	U	B			
10	7334	60	MD	U	C			
10	7335	23	MD	U	B			
10	7336	12	MD	U	A			
10	7337	49	MD	U	B			
10	7338	66	MD	U	C			
10	7339	42	MD	U	B			
10	7340	50	MD	U	B			
10	7341	55	MD	U	B			
10	7343	108	MD	U	C			
10	7345	6	MD	U	A			
10	7346	44	MD	U	B			
10	7347	27	MD	U	B			
10	7348	37	MD	U	A			
10	7349	23	MD	U	B			
10	7352	29	MD	U	A			
10	7354	10	MD	R	B			
10	7355	11	MD	R	A			
10	7356	2	MD	R	A			
10	7357	8	MD	R	A			
10	7368	2	MD	R	A			
10	7369	9	MD	R	B			
10	7371	1	MD	R	B			
10	7372	4	MD	R	A			
10	7377	18	MD	R	A			
10	7380	2	MD	R	B			
10	7381	5	MD	R	C			
10	7382	2	MD	R	B			
10	7384	4	MD	R	A			
10	7385	23	PS	U	A			
10	7388	77	PS	U	C			
10	7390	10	PS	U	A			
10	7391	14	PS	U	B			
10	7396	19	PS	U	A			
10	7401	86	PS	U	D			
10	7402	1	PS	U	A			
10	7403	83	PS	U	C			
10	7404	17	PS	U	A			
10	7405	40	PS	U	C			
10	7406	75	PP	U	E			
10	7412	36	PS	R	A			
10	7414	38	PP	U	E			
10	7415	56	PP	U	E			
10	7416	38	PP	U	E			
10	7418	21	MD	U	B			
10	7419	13	MD	U	B			
10	7421	1	MD	R	A			
10	7422	2	MD	R	A			
10	7423	2	MD	R	A			
10	7424	2	MD	R	B			
10	7427	6	MD	R	B			
10	7431	8	MD	R	B			
10	7432	3	MD	R	B			
10	7433	2	MD	R	B			
10	7434	36	PS	U	C			
10	7435	43	PP	U	E			
10	7436	1	PS	R	A			
10	7438	1	PS	R	C			
10	7440	2	PS	R	A			
10	7441	14	PS	R	B			
10	7443	15	PS	R	B			
10	7446	5	PS	R	B			
10	7448	49	MD	U	C			
10	7449	14	MD	R	A			
10	7450	11	MD	R	B			
10	7452	5	MD	R	B			
10	7458	2	MD	R	B			
10	7459	12	MD	U	A			
10	7460	17	MD	R	B			
10	7463	6	MD	R	B			
10	7464	8	MD	R	C			
10	7465	1	MD	R	C			
10	7469	5	MD	R	B			
10	7476	18	MD	U	A			
10	7477	15	MD	R	A			
10	7478	11	MD	R	B			
10	7479	7	MD	R	B			
10	7480	4	MD	R	B			
10	7481	6	MD	R	B			
10	7485	1	MD	R	B			
10	7489	2	MD	R	C			
10	7492	5	MD	R	A			
10	7494	5	MD	R	B			
10	7496	8	MD	R	A			
10	7497	2	MD	R	B			
10	7498	4	MD	R	A			
10	7499	1	PS	R	B			
10	7500	4	PS	R	B			
10	7501	3	PS	R	A			
10	7507	26	MD	U	A			
10	7508	19	MD	U	A			
10	7510	10	MD	R	B			
10	7511	3	MD	R	C			
10	7522	2	MD	R	B			
10	7525	2	MD	R	C			
10	7528	1	MD	R	B			
10	7531	7	MD	U	A			
10	7534	4	MD	R	B			
10	7535	4	MD	R	A			
10	7536	85	PS	U	C			
10	7541	31	MD	U	B			
10	7543	20	MD	U	A			
10	7544	20	MD	U	B			
10	7545	2	MD	R	B			
10	7546	2	MD	R	B			
10	7547	2	MD	R	C			
10	7552	2	MD	R	B			
10	7553	1	MD	R	B			
10	7558	3	MD	R	B			
10	7561	3	MD	R	A			
10	7562	4	MD	R	B			
10	7563	1	MD	R	C			
10	7564	3	MD	R	B			
10	7565	2	MD	R	B			
10	7572	32	PS	U	C			
10	7573	3	MD	R	B			
10	7574	1	MD	R	B			
10	7575	2	PS	R	B			
10	7576	2	MD	R	C			
10	7583	3	MD	R	A			
10	7584	1	MD	R	A			
10	7586	4	MD	R	B			
10	7587	1	MD	R	A			
10	7590	2	MD	R	B			
10	7592	1	MD	R	B			
10	7593	9	MD	R	A			
10	7600	4	PS	R	A			
10	7601	10	PS	R	A			
10	7602	1	PS	R	B			
10	7603	1	PS	R	A			
10	7605	2	PS	R	A			
10	7606	4	PS	R	A			
10	7607	1	PS	R	A			
10	7608	2	PS	R	A			
10	7609	2	PS	R	A			
10	7610	6	PS	R	A			
10	7612	6	PS	R	A			
10	7613	19	PS	R	A			
10	7614	18	PS	R	A			
10	7615	1	PS	R	B			
10	7616	2	PS	R	A			
10	7619	1	PS	R	A			
10	7620	1	PS	R	A			
10	7623	2	PS	R	A			
10	7630	83	MD	U	C			
10	7631	81	MD	U	C			
10	7632	60	MD	U	B			
10	7633	85	MD	U	C			
10	7634	51	MD	U	B			
10	7636	53	MD	U	B			
10	7637	36	MD	U	C			
10	7638	77	MD	U	B			
10	7639	71	MD	U	C			
10	7641	30	MD	U	B			
10	7642	24	MD	U	A			
10	7643	26	MD	U	B			
10	7644	21	MD	U	A			
10	7646	30	MD	U	B			
10	7647	57	MD	U	A			
10	7648	29	MD	U	B			
10	7654	12	MD	R	B			
10	7655	5	MD	R	A			
10	7656	9	MD	R	B			
10	7658	14	MD	R	B			
10	7659	48	MD	R	A			
10	7661	1	MD	R	A			
10	7662	6	MD	R	B			
10	7663	2	MD	R	A			
10	7664	18	MD	R	A			
10	7665	20	MD	R	A			
10	7668	1	MD	R	B			
10	7669	5	MD	R	A			
10	7670	1	MD	R	B			
10	7671	25	MD	R	B			
10	7672	9	MD	R	A			
10	7673	1	MD	R	B			
10	7675	21	MD	R	B			
10	7676	6	MD	R	A			
10	7679	17	MD	R	A			
10	7680	1	MD	R	A			
10	7682	6	MD	R	B			
10	7684	3	MD	R	B			
10	7685	22	MD	R	A			
10	7686	5	MD	R	A			
10	7688	1	MD	R	B			
10	7689	3	MD	R	A			
10	7690	1	MD	R	C			
10	7691	4	MD	R	A			
10	7693	1	MD	R	A			
10	7695	4	MD	R	B			
10	7696	31	MD	R	B			
10	7698	2	MD	R	A			
10	7699	170	PS	U	C			
10	7700	62	PP	U	E			
10	7701	91	PS	U	D			
10	7704	40	PS	U	C			
10	7706	79	PS	U	D			
10	7707	64	PS	U	D			
10	7709	74	PS	U	C			
10	7710	26	PS	U	B			
10	7712	5	PS	R	A			
10	7714	5	PS	R	B			
10	7715	2	PS	R	A			
10	7717	56	PP	U	E			
10	7718	26	PP	U	E			
10	7722	37	MD	U	A			
10	7723	53	MD	U	B			
10	7724	43	MD	R	B			
10	7725	8	MD	R	B			
10	7726	5	MD	R	A			
10	7728	2	MD	R	C			
10	7729	1	MD	R	C			
10	7730	1	MD	R	B			
10	7738	2	MD	R	B			
10	7739	1	MD	R	C			
10	7740	9	MD	R	B			
10	7741	2	MD	R	B			
10	7742	57	PP	U	E			
10	7743	92	PS	U	C			
10	7744	74	PS	U	D			
10	7745	3	PS	R	B			
10	7748	2	PS	R	A			
10	7749	3	PS	R	A			
10	7752	2	PS	R	A			
10	7753	15	MD	R	B			
10	7754	2	MD	R	A			
10	7755	1	MD	R	C			
10	7756	1	MD	R	C			
10	7758	5	MD	R	B			
10	7760	16	MD	R	B			
10	7761	6	MD	R	C			
10	7762	2	MD	R	C			
10	7763	3	MD	R	B			
10	7765	3	MD	R	B			
10	7767	1	MD	R	C			
10	7769	1	MD	R	B			
10	7770	2	MD	R	B			
10	7771	4	PS	R	B			
10	7773	32	MD	U	B			
10	7774	47	MD	R	B			
10	7775	22	MD	R	B			
10	7776	10	MD	R	A			
10	7777	17	MD	R	B			
10	7779	1	MD	R	B			
10	7782	4	MD	R	A			
10	7783	3	MD	R	B			
10	7785	4	MD	R	B			
10	7786	1	MD	R	A			
10	7787	2	MD	R	B			
10	7788	6	MD	R	A			
10	7789	9	MD	R	A			
10	7790	4	MD	R	B			
10	7791	2	MD	R	A			
10	7793	4	MD	R	A			
10	7796	3	MD	R	B			
10	7798	5	MD	R	A			
10	7799	5	MD	R	A			
10	7801	5	MD	R	B			
10	7802	19	MD	R	A			
10	7803	4	MD	R	A			
10	7804	4	MD	R	B			
10	7805	1	MD	R	A			
10	7806	2	MD	R	A			
10	7807	1	MD	R	B			
10	7808	2	MD	R	B			
10	7809	5	MD	R	A			
10	7810	7	MD	R	A			
10	7811	2	MD	R	A			
10	7812	5	MD	R	A			
10	7815	3	MD	R	A			
10	7818	13	MD	R	A			
10	7819	10	MD	R	A			
10	7820	3	MD	R	A			
10	7821	5	MD	R	A			
10	7822	3	MD	R	A			
10	7824	4	MD	R	A			
10	7825	18	MD	U	A			
10	7826	75	PS	U	C			
10	7832	10	MD	U	B			
10	7833	21	MD	U	B			
10	7834	19	MD	U	B			
10	7836	8	MD	R	A			
10	7837	2	MD	R	B			
10	7844	3	MD	R	B			
10	7846	5	MD	R	A			
10	7847	2	MD	R	A			
10	7850	6	MD	R	A			
10	7852	6	MD	R	A			
10	7854	10	MD	R	A			
10	7855	2	MD	R	A			
10	7856	1	MD	R	B			
10	7858	6	MD	R	A			
10	7860	2	MD	R	A			
10	7865	1	MD	R	A			
10	7866	13	MD	R	A			
10	7867	2	MD	R	C			
10	7872	28	MD	U	B			
10	7874	9	MD	R	A			
10	7877	2	MD	R	A			
10	7878	4	MD	R	B			
10	7881	5	MD	R	A			
10	7882	1	MD	R	B			
10	7887	1	MD	R	A			
10	7891	4	MD	R	A			
10	7895	2	MD	R	A			
10	7896	5	MD	R	A			
10	7897	7	MD	R	A			
10	7898	7	MD	R	B			
10	7900	1	MD	R	A			
10	7901	6	MD	R	A			
10	7903	2	MD	R	A			
10	7904	1	MD	R	A			
10	7905	6	MD	R	A			
10	7907	44	PS	U	C			
10	7908	1	PS	R	A			
10	7910	5	PS	R	A			
10	7911	1	PS	R	B			
10	7913	2	PS	R	B			
10	7915	9	PS	R	A			
10	7916	3	PS	R	A			
10	7917	1	PS	R	A			
10	7918	3	PS	R	A			
10	7919	2	PS	R	B			
10	7922	2	PS	R	A			
10	7924	16	MD	R	B			
10	7927	2	MD	R	C			
10	7929	7	MD	R	B			
10	7930	2	MD	R	A			
10	7931	2	MD	R	B			
10	7933	3	MD	R	A			
10	7936	2	MD	R	A			
10	7937	2	MD	R	B			
10	7938	1	MD	R	B			
10	7939	3	MD	R	B			
10	7940	3	MD	R	A			
10	7942	46	PS	U	B			
10	7946	4	PS	R	A			
10	7947	2	PS	R	B			
10	7948	7	PS	R	A			
10	7949	1	PS	R	B			
10	7950	1	PS	R	A			
10	7952	5	PS	R	A			
10	7954	5	PS	R	A			
10	7958	51	MD	U	B			
10	7959	60	MD	U	B			
10	7961	6	MD	R	A			
10	7962	7	MD	R	A			
10	7966	2	MD	R	D			
10	7967	5	MD	R	A			
10	7968	2	MD	R	A			
10	7970	34	PS	U	B			
10	7971	4	PS	R	B			
10	7975	37	MD	U	B			
10	7976	30	MD	U	C			
10	7977	26	MD	R	A			
10	7978	1	MD	R	B			
10	7980	1	MD	R	B			
10	7982	3	MD	R	B			
10	7983	2	MD	R	A			
10	7984	2	MD	R	B			
10	7985	2	MD	R	B			
10	7989	40	PS	U	C			
10	7990	1	MD	R	B			
10	7992	5	PS	R	A			
10	7993	4	PS	R	A			
10	7994	1	PS	R	A			
10	7996	7	PS	R	A			
10	7998	8	PS	R	B			
10	8000	11	PP	U	E			
10	8003	72	MC	U	C			
10	8004	73	MC	U	C			
10	8005	108	MC	U	B			
10	8006	16	MC	U	B			
10	8009	3	MC	R	A			
10	8010	1	MC	R	C			
10	8012	7	MC	R	B			
10	8013	3	MC	R	A			
10	8014	1	MC	R	C			
10	8019	4	MC	R	B			
10	8020	3	MC	R	B			
10	8021	4	MC	R	B			
10	8022	5	MC	R	A			
10	8024	3	MC	R	B			
10	8027	2	MC	R	A			
