IDREGION	RBD	ALUMNOS	DDCIA	RURALIDAD	GRUPO	LEN	MAT	NAT
8	4462	1	MD	R	A			
8	4466	3	MD	R	A			
8	4470	1	MD	R	A			
8	4471	1	MD	R	A			
8	4472	1	MD	R	A			
8	4473	1	MD	R	A			
8	4474	2	MD	R	A			
8	4476	1	MD	R	A			
8	4480	3	PS	R	A			
8	4481	33	MD	U	A			
8	4482	78	MD	U	C			
8	4484	7	MD	R	A			
8	4485	15	MD	R	A			
8	4486	3	MD	R	A			
8	4488	3	MD	R	B			
8	4493	4	MD	R	B			
8	4494	2	MD	R	A			
8	4495	1	MD	R	A			
8	4496	6	PS	U	A			
8	4497	12	PS	U	A			
8	4499	13	PP	U	D			
8	4501	16	MD	U	B			
8	4502	2	MD	R	A			
8	4503	4	MD	R	A			
8	4506	45	MD	U	B			
8	4507	21	MD	U	B			
8	4509	12	MD	R	B			
8	4510	3	MD	R	C			
8	4512	5	MD	R	B			
8	4513	16	MD	R	A			
8	4514	6	MD	R	B			
8	4517	1	MD	R	B			
8	4530	49	PS	U	C			
8	4531	59	MD	U	C			
8	4548	16	MD	U	C			
8	4563	14	MD	U	A			
8	4564	86	MD	U	C			
8	4565	17	MD	U	B			
8	4566	8	MD	U	B			
8	4568	12	MD	U	C			
8	4569	30	MD	U	B			
8	4571	15	MD	U	B			
8	4572	36	MD	U	C			
8	4574	53	MD	U	C			
8	4575	42	MD	U	B			
8	4576	53	MD	U	B			
8	4577	9	MD	U	A			
8	4578	65	MD	U	B			
8	4579	42	MD	U	C			
8	4580	9	MD	U	B			
8	4581	16	MD	U	A			
8	4582	15	MD	U	A			
8	4584	19	MD	U	B			
8	4585	35	MD	U	B			
8	4586	36	MD	U	B			
8	4588	88	MD	U	C			
8	4589	17	MD	U	B			
8	4591	68	MD	U	B			
8	4592	18	MD	U	B			
8	4593	31	MD	U	A			
8	4594	52	MD	U	B			
8	4595	29	MD	U	B			
8	4603	18	MD	U	C			
8	4609	16	MD	U	B			
8	4611	29	MD	U	B			
8	4612	10	MD	U	B			
8	4613	20	MD	U	A			
8	4614	28	MD	R	B			
8	4615	49	MD	U	A			
8	4616	62	MD	U	A			
8	4617	23	MD	U	B			
8	4622	6	MD	R	A			
8	4626	63	PS	U	B			
8	4627	65	PS	U	D			
8	4628	31	PS	U	C			
8	4629	43	PS	U	C			
8	4630	69	PS	U	D			
8	4631	106	PS	U	C			
8	4633	24	PS	U	C			
8	4635	27	PS	U	C			
8	4636	38	PS	U	D			
8	4639	9	PS	U	B			
8	4641	58	PS	U	C			
8	4644	135	PS	U	C			
8	4645	19	PS	U	D			
8	4646	73	PS	U	D			
8	4647	19	PS	U	A			
8	4648	24	PS	U	C			
8	4649	84	PS	U	C			
8	4650	18	PS	U	B			
8	4656	56	PS	U	D			
8	4658	68	PS	U	C			
8	4659	80	PS	U	D			
8	4660	41	PS	U	B			
8	4662	126	PS	U	D			
8	4663	111	PS	U	D			
8	4664	67	PS	U	C			
8	4665	36	PS	U	D			
8	4666	66	PS	U	C			
8	4667	64	PS	U	C			
8	4669	82	PS	U	D			
8	4670	9	PS	U	B			
8	4672	115	PS	U	C			
8	4675	43	PS	U	B			
8	4677	46	PS	U	C			
8	4679	46	PP	U	E			
8	4680	29	PP	U	D			
8	4686	51	PP	U	E			
8	4687	72	PP	U	E			
8	4688	71	PP	U	E			
8	4689	57	PP	U	E			
8	4691	9	PP	U	E			
8	4694	88	PP	U	E			
8	4698	19	PP	U	E			
8	4711	29	MD	U	B			
8	4712	73	MD	U	C			
8	4713	78	MD	U	B			
8	4714	73	MD	U	C			
8	4715	24	MD	U	B			
8	4717	21	MD	U	B			
8	4719	38	MD	U	B			
8	4720	18	MD	U	A			
8	4722	55	MD	U	B			
8	4723	50	MD	U	C			
8	4724	97	MD	U	C			
8	4725	45	MD	U	C			
8	4726	18	MD	U	B			
8	4727	38	MD	U	C			
8	4728	47	MD	U	C			
8	4729	39	MD	U	B			
8	4730	35	MD	U	B			
8	4731	14	MD	U	B			
8	4732	52	MD	U	C			
8	4733	20	MD	U	B			
8	4734	26	MD	U	A			
8	4736	38	MD	U	C			
8	4737	90	MD	U	C			
8	4742	34	MD	U	B			
8	4744	7	MD	U	A			
8	4746	17	MD	U	B			
8	4747	14	MD	U	C			
8	4748	8	MD	U	B			
8	4750	16	MD	U	B			
8	4753	15	MD	R	B			
8	4754	84	MD	U	B			
8	4757	1	MD	R	A			
8	4758	8	PS	R	D			
8	4760	22	PS	U	C			
8	4762	190	PS	U	D			
8	4767	33	PS	U	C			
8	4772	84	PS	U	C			
8	4773	10	PS	U	B			
8	4774	8	PS	U	A			
8	4776	11	PS	U	B			
8	4777	14	PS	U	B			
8	4778	37	PS	U	D			
8	4779	41	PS	U	C			
8	4781	14	PS	U	B			
8	4782	65	PS	U	C			
8	4785	60	PS	U	D			
8	4786	34	PS	U	C			
8	4787	8	PS	U	A			
8	4788	12	PS	U	A			
8	4790	78	PS	U	C			
8	4791	8	PS	U	C			
8	4792	19	PS	U	C			
8	4796	32	PP	U	D			
8	4798	91	PP	U	E			
8	4806	28	MD	U	C			
8	4807	45	MD	U	B			
8	4808	18	MD	U	B			
8	4809	12	MD	U	A			
8	4810	28	MD	U	B			
8	4811	28	MD	U	B			
8	4812	20	MD	R	B			
8	4813	16	MD	U	B			
8	4814	22	MD	R	A			
8	4817	3	MD	R	A			
8	4818	45	PS	U	B			
8	4820	42	PS	U	D			
8	4822	41	PS	U	C			
8	4830	104	MD	U	C			
8	4831	17	MD	U	B			
8	4832	17	MD	U	B			
8	4834	54	MD	U	B			
8	4835	45	MD	U	C			
8	4836	28	MD	U	B			
8	4837	13	MD	R	B			
8	4838	8	MD	U	C			
8	4839	8	MD	R	A			
8	4840	9	MD	U	B			
8	4841	21	MD	U	B			
8	4842	15	MD	U	B			
8	4843	29	MD	U	B			
8	4844	6	MD	R	A			
8	4845	14	MD	R	B			
8	4848	6	MD	R	A			
8	4852	8	MD	R	B			
8	4854	1	MD	R	B			
8	4855	4	MD	R	A			
8	4858	1	MD	R	A			
8	4859	1	MD	R	B			
8	4860	10	MD	R	B			
8	4865	68	PS	U	C			
8	4866	54	PS	U	D			
8	4867	8	PS	R	A			
8	4868	32	PS	U	D			
8	4869	32	MD	U	B			
8	4871	13	MD	R	B			
8	4873	10	MD	R	A			
8	4874	4	MD	R	C			
8	4875	1	MD	R	A			
8	4877	2	MD	R	A			
8	4882	3	MD	R	A			
8	4886	1	MD	R	A			
8	4887	2	MD	R	B			
8	4890	8	MD	R	A			
8	4891	2	MD	R	B			
8	4892	1	MD	R	A			
8	4896	5	PS	R	A			
8	4898	49	MD	U	B			
8	4901	2	MD	R	A			
8	4902	23	MD	R	A			
8	4903	1	MD	R	C			
8	4904	2	MD	R	A			
8	4906	3	MD	R	B			
8	4908	7	MD	R	B			
8	4909	3	MD	R	B			
8	4911	1	MD	R	A			
8	4912	1	MD	R	A			
8	4913	1	MD	R	A			
8	4917	2	MD	R	A			
8	4918	1	MD	R	A			
8	4920	1	MD	R	A			
8	4922	44	PS	U	B			
8	4926	15	MD	U	A			
8	4927	6	MD	R	A			
8	4929	2	MD	R	A			
8	4934	1	MD	R	A			
8	4935	1	MD	R	B			
8	4939	1	MD	R	A			
8	4940	1	MD	R	A			
8	4941	1	MD	R	C			
8	4942	1	MD	R	B			
8	4943	4	MD	R	A			
8	4946	3	MD	R	A			
8	4947	65	PS	U	C			
8	4952	68	MD	U	B			
8	4953	40	MD	U	B			
8	4954	20	MD	U	B			
8	4955	11	MD	U	A			
8	4956	34	MD	U	B			
8	4958	54	MD	U	B			
8	4960	64	MD	U	B			
8	4961	13	MD	U	B			
8	4967	26	MD	U	B			
8	4968	10	MD	U	A			
8	4969	5	PS	U	B			
8	4971	5	PS	U	B			
8	4973	72	PS	U	C			
8	4974	34	PS	U	B			
8	4984	35	MD	U	B			
8	4985	13	MD	U	B			
8	4986	20	MD	U	A			
8	4987	26	MD	U	A			
8	4988	60	MD	U	B			
8	4989	42	MD	U	B			
8	4990	23	MD	U	A			
8	4991	19	MD	U	B			
8	4992	38	MD	U	B			
8	4994	45	MD	U	B			
8	4995	33	MD	U	B			
8	4996	29	MD	U	A			
8	4997	20	MD	U	B			
8	4998	17	MD	U	B			
8	4999	17	MD	U	B			
8	5001	105	MD	U	C			
8	5002	5	MD	R	A			
8	5003	17	MD	R	A			
8	5005	8	MD	R	C			
8	5006	1	MD	R	C			
8	5009	36	PS	U	C			
8	5010	74	PS	U	C			
8	5012	46	PS	U	C			
8	5015	38	PS	U	B			
8	5016	37	PS	U	B			
8	5019	52	PS	U	B			
8	5020	82	PS	U	C			
8	5025	62	MD	U	B			
8	5026	82	MD	U	C			
8	5028	20	MD	U	A			
8	5029	69	MD	U	C			
8	5031	8	MD	U	A			
8	5032	23	MD	U	A			
8	5033	42	MD	U	A			
8	5034	32	MD	U	A			
8	5035	7	MD	R	A			
8	5036	2	MD	R	B			
8	5038	17	MD	R	A			
8	5039	17	MD	R	A			
8	5040	3	MD	R	A			
8	5042	1	MD	R	A			
8	5043	1	MD	R	A			
8	5045	1	MC	R	A			
8	5046	9	PS	U	A			
8	5049	10	MD	U	A			
8	5050	64	MD	U	B			
8	5051	41	MD	U	B			
8	5052	14	MD	R	B			
8	5053	14	MD	R	A			
8	5054	34	MD	R	B			
8	5055	17	MD	R	B			
8	5056	2	MD	R	A			
8	5057	10	MD	R	A			
8	5060	1	MD	R	B			
8	5064	2	MD	R	B			
8	5065	1	MD	R	A			
8	5066	1	MD	R	A			
8	5067	1	MD	R	A			
8	5068	1	MD	R	A			
8	5069	1	MD	R	A			
8	5070	6	MD	R	A			
8	5072	13	MD	R	B			
8	5073	42	MD	R	A			
8	5074	17	MD	R	B			
8	5078	1	MD	R	B			
8	5080	2	MD	R	B			
8	5082	129	PS	U	C			
8	5083	23	PP	U	E			
8	5085	111	MD	U	C			
8	5086	14	MD	U	B			
8	5087	34	MD	U	B			
8	5088	87	MD	U	B			
8	5090	26	MD	U	B			
8	5091	19	MD	U	A			
8	5093	26	MD	U	B			
8	5097	4	MD	R	A			
8	5100	3	MD	R	A			
8	5101	8	MD	R	A			
8	5103	1	MD	R	A			
8	5104	63	PS	U	C			
8	5106	81	MD	U	B			
8	5109	45	MD	R	B			
8	5110	15	MD	R	B			
8	5112	13	MD	R	B			
8	5113	19	MD	R	B			
8	5115	1	MD	R	C			
8	5116	4	MD	R	A			
8	5117	2	MD	R	B			
8	5119	4	MD	R	B			
8	5120	2	MD	R	A			
8	5121	14	MD	R	B			
8	5122	50	PS	U	B			
8	5123	23	MD	R	A			
8	5127	41	MD	U	B			
8	5128	85	MD	U	B			
8	5129	33	MD	U	A			
8	5130	18	MD	U	A			
8	5131	33	MD	U	B			
8	5132	6	MD	R	A			
8	5133	7	MD	R	B			
8	5134	5	MD	U	B			
8	5135	5	MD	R	A			
8	5140	7	MD	R	A			
8	5143	9	MD	R	A			
8	5144	4	MD	R	A			
8	5145	6	MD	R	A			
8	5146	2	MD	R	A			
8	5147	2	MD	R	A			
8	5150	78	PS	U	C			
8	5151	5	PS	R	A			
8	5152	12	PS	R	A			
8	5153	35	PS	U	D			
8	5154	47	MD	U	B			
8	5157	10	MD	R	A			
8	5158	9	MD	R	A			
8	5159	3	MD	R	A			
8	5162	1	MD	R	A			
8	5163	1	MD	R	A			
8	5165	2	MD	R	A			
8	5166	12	MD	R	A			
8	5169	1	MD	R	A			
8	5171	1	MD	R	A			
8	5172	7	MD	R	A			
8	5174	2	MD	R	A			
8	5175	6	MD	R	A			
8	5176	1	MD	R	A			
8	5178	7	MD	R	A			
8	5180	7	PS	R	A			
8	5182	3	PS	R	A			
8	5183	3	PS	R	A			
8	5186	1	PS	R	A			
8	5188	6	PS	R	A			
8	5189	4	PS	R	A			
8	5192	12	MD	R	A			
8	5193	19	MD	U	B			
8	5194	37	MD	U	B			
8	5195	3	MD	R	A			
8	5196	13	MD	R	A			
8	5197	6	MD	R	A			
8	5198	1	MD	R	A			
8	5202	14	MD	R	A			
8	5204	3	MD	R	A			
8	5205	11	MD	R	A			
8	5207	2	MD	R	A			
8	5208	12	PS	R	A			
8	5210	8	PS	R	A			
8	5211	9	PS	R	A			
8	5212	3	PS	R	A			
8	5213	1	PS	R	A			
8	5214	12	PS	R	A			
9	5220	20	MD	U	A			
9	5221	22	MD	U	B			
9	5224	13	MD	U	A			
9	5225	21	MD	U	A			
9	5226	52	MD	U	B			
9	5227	31	MD	U	B			
9	5228	19	MD	U	A			
9	5229	80	MD	U	C			
9	5233	4	MD	R	A			
9	5238	1	MD	R	A			
9	5244	3	MD	R	A			
9	5247	1	MD	R	A			
9	5248	3	MD	R	A			
9	5249	6	MD	R	A			
9	5250	2	MD	R	A			
9	5255	2	MD	R	A			
9	5258	1	MD	R	B			
9	5264	105	PS	U	D			
9	5265	44	PS	U	C			
9	5266	21	PP	U	E			
9	5269	21	PS	R	A			
9	5270	23	MD	U	A			
9	5272	22	MD	U	B			
9	5273	24	MD	U	A			
9	5274	1	MD	R	A			
9	5276	6	MD	R	A			
9	5280	50	PS	U	B			
9	5283	40	MD	U	B			
9	5284	24	MD	U	A			
9	5286	55	MD	U	B			
9	5288	22	MD	U	A			
9	5289	35	MD	U	B			
9	5290	5	MD	R	A			
9	5291	3	MD	R	A			
9	5292	22	MD	R	A			
9	5297	2	MD	R	A			
9	5298	1	MD	R	A			
9	5307	3	MD	R	A			
9	5309	3	MD	R	A			
9	5310	3	MD	R	A			
9	5314	8	MD	R	A			
9	5315	90	PS	U	C			
9	5319	3	PS	R	B			
9	5322	2	PS	R	A			
9	5324	37	MD	U	B			
9	5326	9	MD	R	A			
9	5327	12	MD	R	A			
9	5329	8	MD	R	A			
9	5330	1	MD	R	B			
9	5331	3	MD	R	A			
9	5333	6	MD	R	A			
9	5336	3	MD	R	A			
9	5337	2	MD	R	B			
9	5339	7	MD	R	B			
9	5340	1	MD	R	A			
9	5341	7	MD	R	A			
9	5342	29	PS	U	B			
9	5344	63	MD	U	C			
9	5345	19	MD	U	B			
9	5346	4	MD	U	B			
9	5347	19	MD	U	B			
9	5348	3	MD	R	A			
9	5353	13	MD	R	A			
9	5358	1	MD	R	A			
9	5362	1	MD	R	A			
9	5363	4	MD	R	A			
9	5365	2	MD	R	A			
9	5368	1	MD	R	A			
9	5371	3	MD	R	A			
9	5372	28	PS	U	B			
9	5373	12	PS	R	B			
9	5374	16	MD	U	B			
9	5375	3	MD	U	A			
9	5376	5	MD	R	A			
9	5378	13	MD	R	A			
9	5379	2	MD	R	A			
9	5380	3	MD	R	A			
9	5382	12	MD	R	A			
9	5385	5	MD	R	A			
9	5386	2	MD	R	A			
9	5387	32	PS	U	B			
9	5389	2	PS	R	A			
9	5391	5	PS	R	A			
9	5392	9	PS	R	A			
9	5395	35	MD	U	B			
9	5396	29	MD	U	B			
9	5398	15	MD	U	B			
9	5400	5	MD	U	A			
9	5404	5	MD	U	A			
9	5406	16	MD	R	B			
9	5407	3	MD	U	B			
9	5408	7	MD	R	A			
9	5409	5	MD	R	A			
9	5410	7	MD	R	A			
9	5411	12	MD	R	B			
9	5413	3	MD	R	B			
9	5414	4	MD	R	A			
9	5420	2	MD	R	A			
9	5422	5	MD	R	A			
9	5423	3	MD	R	A			
9	5424	8	MD	R	A			
9	5425	8	MD	R	A			
9	5430	2	MD	R	A			
9	5431	9	MD	R	A			
9	5434	83	PS	U	D			
9	5435	57	PS	U	D			
9	5437	1	PS	R	A			
9	5441	44	MD	U	B			
9	5442	50	MD	U	A			
9	5446	15	MD	U	A			
9	5449	8	MD	R	A			
9	5453	1	MD	R	B			
9	5454	3	MD	R	A			
9	5455	2	MD	R	A			
9	5459	3	MD	R	D			
9	5462	3	MD	R	A			
9	5465	59	PS	U	C			
9	5466	22	PS	U	A			
9	5469	1	PS	R	A			
9	5470	35	MD	U	B			
9	5471	40	MD	U	A			
9	5472	7	MD	R	B			
9	5473	5	MD	R	A			
9	5474	2	MD	R	A			
9	5477	3	MD	R	B			
9	5479	3	MD	R	A			
9	5482	2	MD	R	A			
9	5485	6	MD	R	A			
9	5487	5	MD	R	B			
9	5490	1	MD	R	A			
9	5493	4	PS	R	A			
9	5494	1	PS	R	A			
9	5496	1	PS	R	B			
9	5498	1	PS	R	A			
9	5499	5	PS	U	A			
9	5503	4	PS	R	A			
9	5504	6	PS	R	A			
9	5506	4	PS	R	A			
9	5508	39	MD	U	B			
9	5509	21	MD	U	B			
9	5510	43	MD	U	A			
9	5513	7	MD	R	A			
9	5518	1	MD	R	A			
9	5521	1	MD	R	A			
9	5522	2	MD	R	A			
9	5524	1	MD	R	A			
9	5525	8	MD	R	A			
9	5529	1	PS	R	B			
9	5530	5	PS	R	A			
9	5536	7	PS	R	A			
9	5537	5	PS	R	A			
9	5538	15	MD	U	B			
9	5539	25	MD	U	B			
9	5541	2	MD	R	A			
9	5544	4	MD	R	A			
9	5548	7	MD	R	A			
9	5550	3	MD	R	A			
9	5551	3	MD	R	A			
9	5552	2	MD	R	A			
9	5553	1	MD	R	A			
9	5554	2	MD	R	A			
9	5555	1	MD	R	A			
9	5563	1	MD	R	A			
9	5574	11	PS	U	B			
9	5575	31	MD	U	C			
9	5577	17	MD	U	C			
9	5578	105	MD	U	D			
9	5579	12	MD	U	B			
9	5580	71	MD	U	B			
9	5582	15	MD	U	B			
9	5583	21	MD	U	B			
9	5584	12	MD	U	A			
9	5585	10	MD	U	A			
9	5588	33	MD	U	B			
9	5589	30	MD	U	C			
9	5590	31	MD	U	B			
9	5592	20	MD	U	B			
9	5594	29	MD	U	C			
9	5596	101	MD	U	D			
9	5597	97	MD	U	C			
9	5599	29	MD	U	A			
9	5604	33	MD	U	B			
9	5606	37	MD	U	B			
9	5608	27	MD	U	B			
9	5611	72	MD	U	C			
9	5613	43	MD	U	B			
9	5614	72	MD	U	C			
9	5622	13	MD	R	A			
9	5623	10	MD	R	A			
9	5624	11	MD	R	A			
9	5625	8	MD	R	A			
9	5627	3	MD	R	B			
9	5629	1	MD	R	A			
9	5630	6	MD	R	A			
9	5631	14	MD	R	B			
9	5632	3	MD	R	A			
9	5633	2	MD	R	A			
9	5634	10	MD	R	A			
9	5635	7	MD	R	A			
9	5636	3	MD	R	B			
9	5637	3	MD	R	A			
9	5638	8	MD	R	A			
9	5640	7	MD	R	A			
9	5644	3	MD	R	A			
9	5645	19	MD	R	A			
9	5646	3	MD	R	A			
9	5647	2	MD	R	A			
9	5648	3	MD	R	B			
9	5649	7	MD	R	A			
9	5652	37	PS	U	D			
9	5654	241	PS	U	D			
9	5659	69	PS	U	D			
9	5661	82	PS	U	D			
9	5664	40	PS	U	C			
9	5667	80	PS	U	C			
9	5668	33	PS	U	B			
9	5669	39	PS	U	C			
9	5670	65	PS	U	D			
9	5675	6	PS	U	B			
9	5678	41	PS	U	C			
9	5680	86	PS	U	C			
9	5682	40	PS	U	C			
9	5683	18	PS	U	B			
9	5684	15	PS	U	B			
9	5686	25	PS	U	B			
9	5690	19	PS	U	A			
9	5693	6	PS	U	B			
9	5694	27	PS	U	B			
9	5695	22	PS	U	B			
9	5697	53	PS	U	B			
9	5698	30	PS	U	B			
9	5700	10	PS	U	A			
9	5701	24	PS	U	B			
9	5703	58	PS	U	B			
9	5706	31	PS	U	B			
9	5709	9	PS	U	A			
9	5711	11	PS	U	A			
9	5713	26	PS	U	C			
9	5714	39	PS	U	C			
9	5716	88	PS	U	C			
9	5717	48	PS	U	B			
9	5719	44	PS	U	C			
9	5720	16	PS	R	A			
9	5725	41	PS	U	C			
9	5726	57	PS	U	B			
9	5730	19	PS	R	A			
9	5731	3	PS	R	A			
9	5732	8	PS	R	A			
9	5734	4	PS	R	A			
9	5737	16	PS	R	A			
9	5739	2	PS	R	B			
9	5740	3	PS	R	B			
9	5742	3	PS	R	A			
9	5744	2	PS	R	A			
9	5745	27	PS	R	B			
9	5746	18	PS	U	A			
9	5747	6	PS	R	A			
9	5748	2	PS	R	A			
9	5750	12	PS	R	A			
9	5751	2	PS	R	A			
9	5752	6	PS	R	A			
9	5753	13	PS	R	A			
9	5754	3	PS	R	A			
9	5756	8	PS	R	B			
9	5759	4	PS	R	A			
9	5760	8	PS	R	A			
9	5761	4	PS	R	A			
9	5763	5	PS	R	A			
9	5764	4	PS	R	A			
9	5765	8	PS	R	A			
9	5766	5	PS	R	B			
9	5767	7	PS	R	A			
9	5768	12	PS	R	A			
9	5770	2	PS	R	A			
9	5773	2	PS	R	A			
9	5774	10	PS	R	A			
9	5776	2	PS	R	B			
9	5778	6	PS	R	A			
9	5779	5	PS	R	A			
9	5781	9	PS	R	A			
9	5782	58	PS	U	C			
9	5783	2	PS	R	A			
9	5784	3	PS	R	A			
9	5785	1	PS	R	A			
9	5787	7	PS	R	A			
9	5790	3	PS	R	A			
9	5791	8	PS	R	A			
9	5792	2	PS	R	A			
9	5793	7	PS	R	A			
9	5794	6	PS	R	A			
9	5796	8	PS	R	A			
9	5797	1	PS	R	A			
9	5798	12	PS	R	A			
9	5799	2	PS	R	B			
9	5801	7	PS	R	A			
9	5803	3	PS	R	B			
9	5804	3	PS	R	A			
9	5806	5	PS	R	A			
9	5807	9	PS	R	B			
9	5808	27	PP	U	E			
9	5810	59	PP	U	E			
9	5812	68	PP	U	E			
9	5813	50	PS	U	D			
9	5814	61	PS	U	D			
9	5816	26	PS	U	D			
9	5824	48	MD	U	C			
9	5825	11	MD	U	B			
9	5827	11	MD	U	B			
9	5828	29	MD	U	A			
9	5829	53	MD	U	C			
9	5831	23	MD	U	B			
9	5832	12	MD	R	A			
9	5833	12	MD	R	A			
9	5834	7	MD	R	A			
9	5835	2	MD	R	A			
9	5837	4	MD	R	A			
9	5844	2	MD	R	A			
9	5846	7	MD	R	A			
9	5847	8	MD	R	A			
9	5849	6	MD	R	B			
9	5850	1	MD	R	B			
9	5851	3	MD	R	A			
9	5852	5	MD	R	B			
9	5854	9	MD	R	A			
9	5857	2	MD	R	B			
9	5861	82	PS	U	C			
9	5862	60	PS	U	B			
9	5868	9	PS	R	A			
9	5869	6	PS	R	A			
9	5871	5	PS	R	A			
9	5872	13	PS	R	A			
9	5873	9	PS	R	A			
9	5875	8	PS	R	A			
9	5876	3	PS	R	A			
9	5877	12	PS	R	A			
9	5878	14	PS	R	A			
9	5880	41	MD	U	B			
9	5885	10	MD	R	A			
9	5886	3	MD	R	A			
9	5888	8	MD	R	A			
9	5893	4	PS	R	A			
9	5894	8	PS	R	A			
9	5896	24	MD	U	B			
9	5897	15	MD	U	B			
9	5899	7	MD	R	A			
9	5901	15	MD	R	A			
9	5902	20	MD	R	B			
9	5905	4	MD	R	A			
9	5909	2	MD	R	B			
9	5911	5	MD	R	A			
9	5919	14	PS	U	B			
9	5927	2	PS	R	A			
9	5930	5	PS	R	A			
9	5931	1	PS	R	A			
9	5933	1	PS	R	A			
9	5935	10	PS	R	B			
9	5938	8	PS	R	A			
9	5940	30	PS	R	A			
9	5942	10	PS	R	A			
9	5945	1	PS	R	A			
9	5947	9	PS	R	A			
9	5952	10	PS	R	A			
9	5954	5	PS	R	A			
9	5955	26	PS	U	C			
9	5957	52	MD	U	B			
9	5959	18	MD	U	B			
9	5960	8	MD	U	A			
9	5963	3	MD	R	C			
9	5964	4	MD	R	B			
9	5970	10	MD	R	B			
9	5973	3	MD	R	A			
9	5974	3	PS	R	B			
9	5977	2	MD	R	B			
9	5978	3	MD	R	A			
9	5980	2	MD	R	A			
9	5981	1	MD	R	A			
9	5985	2	MD	R	A			
9	5987	2	MD	R	C			
9	5990	4	MD	R	B			
9	5993	27	PS	U	B			
9	5994	9	PS	U	C			
9	5995	5	PS	R	A			
9	5998	1	PS	R	B			
9	5999	7	PS	R	A			
9	6005	3	MD	R	A			
9	6006	2	PS	R	C			
9	6012	5	MD	R	A			
9	6013	3	MD	R	A			
9	6015	1	MD	R	C			
9	6017	3	MD	R	A			
9	6018	14	PS	U	B			
9	6019	1	PS	R	A			
9	6021	1	PS	R	A			
9	6022	3	PS	R	B			
9	6023	2	PS	R	A			
9	6024	1	PS	R	B			
9	6025	4	PS	R	A			
9	6026	2	PS	R	A			
9	6027	19	MD	U	B			
9	6029	5	MD	R	A			
9	6030	4	MD	R	A			
9	6031	4	MD	R	A			
9	6032	1	MD	R	A			
9	6036	4	MD	R	A			
9	6038	15	PS	U	B			
9	6039	5	PS	R	A			
9	6040	2	PS	R	A			
9	6041	7	PS	R	A			
9	6042	1	PS	R	B			
9	6043	5	PS	R	B			
9	6044	6	PS	R	A			
9	6045	6	PS	R	A			
9	6046	3	PS	R	A			
9	6048	1	PS	R	B			
9	6049	3	PS	R	A			
9	6052	39	MD	U	B			
9	6053	10	MD	R	A			
9	6056	19	MD	R	B			
9	6059	1	MD	R	A			
9	6060	3	MD	R	B			
9	6062	2	MD	R	A			
9	6063	1	MD	R	B			
9	6066	9	MD	R	B			
9	6069	12	MD	R	B			
9	6071	51	PS	U	C			
9	6072	71	PS	U	B			
9	6075	2	PS	R	A			
9	6076	3	PS	R	C			
9	6077	2	PS	R	A			
9	6082	3	PS	R	A			
9	6083	2	PS	R	A			
9	6086	47	MD	U	C			
9	6087	41	MD	U	B			
9	6088	27	MD	U	B			
9	6089	20	MD	U	B			
9	6090	36	MD	U	B			
9	6092	21	MD	U	B			
9	6093	3	MD	R	B			
9	6097	1	MD	R	D			
9	6107	6	MD	R	A			
9	6108	6	MD	R	A			
9	6115	8	PS	U	B			
9	6116	67	PS	U	C			
9	6117	8	PS	U	A			
9	6118	65	PS	U	C			
9	6119	21	PS	U	B			
9	6120	111	PS	U	C			
9	6121	8	PS	U	B			
9	6122	28	PS	U	C			
9	6124	10	PS	U	A			
9	6126	8	PS	U	A			
9	6132	2	PS	R	B			
9	6135	19	PS	R	A			
9	6137	1	PS	R	A			
9	6138	12	PS	R	A			
9	6139	6	PS	R	A			
9	6140	1	PS	R	A			
9	6142	3	PS	R	A			
9	6143	2	PS	R	A			
9	6144	3	PS	R	A			
9	6146	3	PS	R	A			
9	6147	2	PS	R	B			
9	6149	2	PS	R	B			
9	6151	4	PS	R	A			
9	6154	8	PS	R	A			
9	6155	2	PS	R	A			
9	6156	1	PS	R	A			
9	6157	1	PS	R	B			
9	6160	1	PS	R	B			
9	6161	15	PP	U	E			
9	6164	31	MD	U	B			
9	6165	10	MD	U	A			
9	6166	19	MD	U	A			
9	6170	2	MD	R	A			
9	6173	4	MD	R	A			
9	6175	5	MD	R	B			
9	6177	1	MD	R	B			
9	6178	3	MD	R	A			
9	6179	5	MD	R	A			
9	6180	3	MD	R	A			
9	6181	4	MD	R	B			
9	6183	9	MD	R	A			
9	6187	10	PS	U	A			
9	6188	62	PS	U	C			
9	6189	16	PS	U	B			
9	6190	17	PS	U	B			
9	6192	8	PS	R	A			
9	6196	1	PS	R	B			
9	6197	6	PS	R	A			
9	6198	2	PS	R	B			
9	6200	18	PS	R	B			
9	6203	1	PS	R	E			
9	6204	15	PS	R	B			
9	6205	13	PS	R	B			
9	6206	3	PS	R	B			
9	6207	8	PS	R	A			
9	6208	1	PS	R	A			
9	6210	3	PS	R	B			
9	6211	9	PS	R	A			
9	6213	1	PS	R	B			
9	6214	4	PS	R	B			
9	6216	5	PS	R	B			
9	6219	3	PS	R	A			
9	6220	11	PS	R	A			
9	6222	2	PS	R	A			
9	6224	46	MD	U	B			
9	6225	22	MD	U	B			
9	6227	18	MD	U	B			
9	6230	12	MD	U	A			
9	6231	1	MD	R	A			
9	6232	2	MD	R	B			
9	6237	3	MD	R	A			
9	6245	3	MD	R	C			
9	6246	2	MD	R	A			
9	6248	1	MD	R	A			
9	6249	1	MD	R	A			
9	6251	2	MD	R	B			
9	6254	67	PS	U	C			
9	6258	2	PS	R	A			
